Date,Open,High,Low,Close,signals,selected_strategy,regime,model_name,accuracy
2026-08-25 18:00:00,98.15,98.77,98.09,98.52,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-25 19:00:00,98.54,98.59,97.55,97.96,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-25 20:00:00,98.0,98.01,96.69,96.78,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-25 21:00:00,96.75,97.21,95.39,97.14,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-25 22:00:00,97.31,97.72,97.23,97.31,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-25 23:00:00,97.2,97.35,96.41,96.64,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-26 00:00:00,96.64,96.83,96.17,96.8,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-26 01:00:00,96.62,97.25,96.62,96.98,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-26 02:00:00,96.98,97.55,96.85,97.28,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-26 03:00:00,97.25,97.25,96.93,97.14,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-26 04:00:00,96.88,97.31,96.56,96.61,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-26 05:00:00,96.63,97.19,96.35,97.1,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-26 06:00:00,97.26,97.27,96.53,96.75,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-26 07:00:00,96.73,97.14,96.73,96.98,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-26 08:00:00,97.02,97.35,96.8,96.8,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-26 09:00:00,96.82,96.89,95.84,96.18,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-26 10:00:00,96.17,97.83,96.13,97.5,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-26 11:00:00,97.49,97.62,96.72,97.09,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-26 12:00:00,97.08,97.53,96.12,97.07,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-26 13:00:00,97.09,97.18,95.86,96.32,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-26 14:00:00,96.48,96.92,95.45,95.45,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-26 15:00:00,95.46,96.23,95.03,96.08,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-26 16:00:00,95.94,96.03,95.57,95.99,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-26 17:00:00,95.99,97.19,95.91,97.07,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-26 18:00:00,96.87,97.06,96.68,96.84,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-26 19:00:00,96.79,96.91,96.41,96.81,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-26 20:00:00,96.98,96.98,96.35,96.91,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-26 21:00:00,96.98,98.31,96.94,98.23,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-26 22:00:00,98.24,100.89,98.15,99.79,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-26 23:00:00,99.67,102.39,99.53,102.01,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-27 00:00:00,102.12,102.12,100.64,100.64,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-27 01:00:00,100.63,101.89,100.59,101.48,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-27 02:00:00,101.45,101.94,100.88,101.15,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-27 03:00:00,101.18,101.72,100.93,100.93,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-27 04:00:00,101.08,101.5,100.74,100.98,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-27 05:00:00,101.1,102.2,100.83,102.2,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-27 06:00:00,101.9,101.9,100.95,101.3,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-27 07:00:00,101.26,102.08,101.1,101.74,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-27 08:00:00,101.79,105.0,101.78,104.63,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-27 09:00:00,104.68,105.71,104.22,104.29,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-27 10:00:00,104.45,104.99,103.19,104.08,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-27 11:00:00,104.11,104.87,103.44,104.07,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-27 12:00:00,104.02,104.68,104.02,104.51,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-27 13:00:00,104.4,106.28,104.15,106.07,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-27 14:00:00,106.06,107.93,105.23,106.87,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-27 15:00:00,106.79,107.89,106.55,107.3,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-27 16:00:00,107.14,109.38,106.97,108.9,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-27 17:00:00,109.05,109.62,107.8,108.33,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-27 18:00:00,108.0,108.26,106.76,108.26,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-27 19:00:00,108.31,109.92,108.31,109.4,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-27 20:00:00,109.19,109.73,108.65,108.87,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-27 21:00:00,109.05,109.14,108.28,108.75,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-27 22:00:00,108.95,110.54,108.94,109.21,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-27 23:00:00,109.1,109.98,108.96,109.15,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-28 00:00:00,109.17,110.0,108.75,109.26,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-28 01:00:00,109.11,109.71,107.8,107.88,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-28 02:00:00,107.78,107.88,106.21,106.58,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-28 03:00:00,106.58,107.27,105.92,106.82,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-28 04:00:00,106.88,107.59,106.3,106.72,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-28 05:00:00,106.65,107.46,106.65,107.13,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-28 06:00:00,107.27,107.8,107.27,107.75,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-28 07:00:00,107.39,107.39,106.37,106.37,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-28 08:00:00,106.38,106.73,105.84,106.0,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-28 09:00:00,106.08,106.6,105.58,105.94,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-28 10:00:00,105.9,106.14,104.57,106.14,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-28 11:00:00,106.19,106.7,105.65,105.69,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-28 12:00:00,105.83,105.95,104.6,104.87,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-28 13:00:00,104.85,105.57,104.71,105.26,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-28 14:00:00,105.31,106.63,103.69,106.17,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-28 15:00:00,106.31,107.89,105.27,105.31,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-28 16:00:00,105.36,105.7,103.06,105.26,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-28 17:00:00,105.15,105.15,104.27,104.9,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-28 18:00:00,104.69,104.69,102.33,103.08,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-28 19:00:00,103.12,103.82,103.12,103.58,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-28 20:00:00,103.49,104.22,102.94,103.84,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-28 21:00:00,103.89,104.01,103.34,103.34,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-28 22:00:00,103.45,104.17,103.43,104.15,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-28 23:00:00,104.15,104.34,104.02,104.13,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-29 00:00:00,104.22,104.54,103.9,103.9,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-29 01:00:00,103.89,104.32,103.87,104.08,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-29 02:00:00,104.18,104.38,103.76,103.95,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-29 03:00:00,103.95,104.23,103.87,103.88,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-29 04:00:00,103.86,103.97,103.53,103.89,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-29 05:00:00,103.89,104.2,103.88,104.03,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-29 06:00:00,103.99,103.99,103.38,103.51,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-29 07:00:00,103.68,103.97,103.67,103.72,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-29 08:00:00,103.67,103.67,103.15,103.45,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-29 09:00:00,103.47,103.59,103.32,103.41,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-29 10:00:00,103.3,103.57,103.08,103.49,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-29 11:00:00,103.45,103.71,103.45,103.54,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-29 12:00:00,103.49,103.98,103.41,103.61,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-29 13:00:00,103.63,103.97,103.56,103.9,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-29 14:00:00,103.9,105.44,103.81,105.44,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-29 15:00:00,105.35,105.35,104.83,105.01,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-29 16:00:00,105.07,105.3,104.9,105.07,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-29 17:00:00,104.99,105.06,104.46,104.78,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-29 18:00:00,104.84,105.22,104.77,105.17,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-29 19:00:00,105.16,105.81,105.16,105.33,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-29 20:00:00,105.42,105.45,105.14,105.29,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-29 21:00:00,105.23,105.31,104.85,105.06,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-29 22:00:00,105.05,105.47,104.97,105.47,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-29 23:00:00,105.52,105.73,105.48,105.62,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-30 00:00:00,105.62,105.66,105.28,105.36,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-30 01:00:00,105.26,105.37,105.01,105.27,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-30 02:00:00,105.25,105.45,105.2,105.45,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-30 03:00:00,105.15,105.31,104.99,105.05,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-30 04:00:00,105.06,105.07,104.75,105.04,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-30 05:00:00,105.2,105.24,105.0,105.02,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-30 06:00:00,105.07,105.36,105.01,105.36,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-30 07:00:00,105.43,105.43,104.75,104.88,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-30 08:00:00,104.82,105.07,104.5,104.64,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-30 09:00:00,104.79,104.96,104.51,104.59,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-30 10:00:00,104.57,105.21,104.55,105.17,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-30 11:00:00,105.12,105.3,104.98,105.02,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-30 12:00:00,105.21,106.12,105.18,106.08,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-30 13:00:00,106.11,107.4,105.9,107.19,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-30 14:00:00,107.13,107.22,106.7,106.78,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-30 15:00:00,106.78,106.78,106.06,106.29,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-30 16:00:00,106.22,107.1,106.22,106.87,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-30 17:00:00,106.85,106.86,105.36,106.37,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-30 18:00:00,106.41,106.84,106.04,106.73,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-30 19:00:00,106.66,106.8,105.56,105.74,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-30 20:00:00,105.87,106.01,104.47,104.89,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-30 21:00:00,104.57,104.63,103.49,104.29,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-30 22:00:00,104.47,104.7,103.42,103.84,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-30 23:00:00,103.81,103.81,100.38,101.87,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-31 00:00:00,101.69,102.57,101.15,102.3,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-31 01:00:00,102.14,102.14,101.52,101.62,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-31 02:00:00,101.42,102.27,101.34,101.46,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-31 03:00:00,101.52,101.98,101.52,101.98,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-31 13:00:00,103.31,103.47,102.22,102.45,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-31 14:00:00,102.57,103.83,102.47,103.6,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-31 15:00:00,103.52,103.52,102.82,102.82,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-31 16:00:00,102.8,103.24,102.49,102.96,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-31 17:00:00,102.83,103.73,102.65,103.63,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-31 18:00:00,103.6,104.93,103.41,104.49,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-31 19:00:00,104.49,104.76,103.54,103.71,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-31 20:00:00,103.62,104.25,103.57,103.72,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-31 21:00:00,103.7,103.98,103.29,103.68,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-31 22:00:00,103.57,103.57,103.13,103.27,1.0,momentum,Bull,xgboost,0.521311475409836
2026-08-31 23:00:00,103.08,103.2,102.93,103.0,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-09-01 00:00:00,102.97,103.52,102.97,103.13,1.0,momentum,Bull,xgboost,0.521311475409836
2026-09-01 01:00:00,103.19,103.49,102.84,103.2,1.0,momentum,Bull,xgboost,0.521311475409836
2026-09-01 02:00:00,103.19,103.33,102.84,103.33,1.0,momentum,Bull,xgboost,0.521311475409836
2026-09-01 03:00:00,103.4,104.17,103.28,103.7,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-09-01 04:00:00,103.67,104.0,103.56,103.57,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-09-01 05:00:00,103.82,104.38,103.82,104.3,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-09-01 06:00:00,104.28,104.29,103.48,103.48,1.0,momentum,Bull,xgboost,0.521311475409836
2026-09-01 07:00:00,103.5,103.52,102.86,103.16,1.0,momentum,Bull,xgboost,0.521311475409836
2026-09-01 08:00:00,103.08,103.17,101.87,102.16,1.0,momentum,Bull,xgboost,0.521311475409836
2026-09-01 09:00:00,102.13,102.24,101.95,102.0,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-09-01 10:00:00,102.01,102.67,102.0,102.3,1.0,momentum,Bull,xgboost,0.521311475409836
2026-09-01 11:00:00,102.3,102.57,102.2,102.32,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-09-01 12:00:00,102.24,102.45,101.55,101.93,1.0,momentum,Bull,xgboost,0.521311475409836
2026-09-01 13:00:00,101.91,102.45,101.4,101.87,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-09-01 14:00:00,101.98,102.57,101.94,101.99,1.0,momentum,Bull,xgboost,0.521311475409836
2026-09-01 15:00:00,101.92,102.33,101.03,102.29,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-09-01 16:00:00,102.05,102.05,100.74,100.95,1.0,momentum,Bull,xgboost,0.521311475409836
2026-09-01 17:00:00,100.92,101.2,100.5,100.56,1.0,momentum,Bull,xgboost,0.521311475409836
2026-09-01 18:00:00,100.58,100.68,98.39,99.49,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-09-01 19:00:00,99.67,100.25,99.6,100.01,1.0,momentum,Bull,xgboost,0.521311475409836
2026-09-01 20:00:00,100.01,100.34,99.7,100.03,-1.0,momentum,Bull,xgboost,0.521311475409836
2026-09-01 21:00:00,100.09,100.23,99.04,99.5,-1.0,momentum,Bull,xgboost,0.521311475409836
